Order_ID,Line_Item,Product,Category,Quantity,Selling_Price,Unit_Cost,Revenue,Total_Cost,Profit,Profit_Margin
ORD00186,1,Bedsheet,Home & Kitchen,5,939,560,4695,2800,1895,40.36208732694356
ORD00186,2,Men's Watch,Accessories,2,1409,850,2818,1700,1118,39.6735273243435
ORD00187,1,Power Bank,Electronics,1,999,580,999,580,419,41.94194194194194
ORD00188,1,Sunglasses,Accessories,1,599,260,599,260,339,56.594323873121866
ORD00188,2,Men's Shirt,Clothing,5,699,350,3495,1750,1745,49.92846924177397
ORD00188,3,Power Bank,Electronics,2,999,580,1998,1160,838,41.94194194194194
ORD00189,1,Sunglasses,Accessories,5,611,260,3055,1300,1755,57.446808510638306
ORD00189,2,Coffee Mug,Home & Kitchen,1,305,110,305,110,195,63.934426229508205
ORD00190,1,Women's Kurti,Clothing,2,815,430,1630,860,770,47.239263803680984
ORD00190,2,Men's Jeans,Clothing,5,1019,570,5095,2850,2245,44.062806673209025
ORD00190,3,Men's T-Shirt,Clothing,2,509,280,1018,560,458,44.9901768172888
ORD00191,1,Smartphone,Electronics,4,15299,12500,61196,50000,11196,18.295313419177724
ORD00191,2,Water Bottle,Home & Kitchen,5,407,180,2035,900,1135,55.77395577395578
ORD00192,1,Men's Shirt,Clothing,3,699,350,2097,1050,1047,49.92846924177397
ORD00193,1,Smartphone,Electronics,3,14399,12500,43197,37500,5697,13.188415862212654
ORD00193,2,Men's Sneakers,Footwear,1,1247,780,1247,780,467,37.44987971130714
ORD00193,3,Women's Sandals,Footwear,4,863,500,3452,2000,1452,42.06257242178447
ORD00194,1,Men's Wallet,Accessories,5,281,120,1405,600,805,57.29537366548043
ORD00195,1,Smartphone,Electronics,5,15299,12500,76495,62500,13995,18.295313419177724
ORD00195,2,Coffee Mug,Home & Kitchen,1,305,110,305,110,195,63.934426229508205
ORD00196,1,Men's Wallet,Accessories,5,299,120,1495,600,895,59.86622073578596
ORD00196,2,Coffee Mug,Home & Kitchen,1,299,110,299,110,189,63.21070234113713
ORD00197,1,Bedsheet,Home & Kitchen,1,999,560,999,560,439,43.94394394394394
ORD00198,1,Sunglasses,Accessories,5,611,260,3055,1300,1755,57.446808510638306
ORD00198,2,Men's T-Shirt,Clothing,1,509,280,509,280,229,44.9901768172888
ORD00199,1,Power Bank,Electronics,1,959,580,959,580,379,39.520333680917624
ORD00200,1,Men's Wallet,Accessories,4,281,120,1124,480,644,57.29537366548043
ORD00200,2,Water Bottle,Home & Kitchen,1,375,180,375,180,195,52.0
ORD00201,1,Bluetooth Earbuds,Electronics,4,1599,950,6396,3800,2596,40.58786741713571
ORD00202,1,Sunglasses,Accessories,3,575,260,1725,780,945,54.78260869565217
ORD00203,1,Power Bank,Electronics,3,999,580,2997,1740,1257,41.94194194194194
ORD00204,1,Men's Jeans,Clothing,1,1019,570,1019,570,449,44.062806673209025
ORD00204,2,Women's Sandals,Footwear,2,917,500,1834,1000,834,45.47437295528899
ORD00205,1,Men's Sneakers,Footwear,5,1221,780,6105,3900,2205,36.11793611793612
ORD00205,2,Sunglasses,Accessories,5,563,260,2815,1300,1515,53.818827708703374
ORD00205,3,Bluetooth Earbuds,Electronics,1,1503,950,1503,950,553,36.793080505655354
ORD00206,1,Men's Jeans,Clothing,4,1019,570,4076,2280,1796,44.062806673209025
ORD00206,2,Coffee Mug,Home & Kitchen,1,305,110,305,110,195,63.934426229508205
ORD00207,1,Smartphone,Electronics,2,14999,12500,29998,25000,4998,16.661110740716047
ORD00207,2,Men's Watch,Accessories,2,1499,850,2998,1700,1298,43.29553035356904
ORD00208,1,Power Bank,Electronics,1,1019,580,1019,580,439,43.08145240431796
ORD00208,2,Smartphone,Electronics,3,15299,12500,45897,37500,8397,18.295313419177724
ORD00209,1,Water Bottle,Home & Kitchen,3,375,180,1125,540,585,52.0
ORD00209,2,Men's Shirt,Clothing,3,657,350,1971,1050,921,46.727549467275495
ORD00210,1,Men's Jeans,Clothing,2,999,570,1998,1140,858,42.94294294294294
ORD00211,1,Coffee Mug,Home & Kitchen,4,299,110,1196,440,756,63.21070234113713
ORD00212,1,Men's T-Shirt,Clothing,3,509,280,1527,840,687,44.9901768172888
ORD00213,1,Backpack,Accessories,4,899,480,3596,1920,1676,46.60734149054505
ORD00214,1,Men's T-Shirt,Clothing,5,499,280,2495,1400,1095,43.8877755511022
ORD00214,2,Water Bottle,Home & Kitchen,3,399,180,1197,540,657,54.88721804511278
ORD00215,1,Men's Watch,Accessories,1,1439,850,1439,850,589,40.931202223766505
ORD00215,2,Women's Sandals,Footwear,4,863,500,3452,2000,1452,42.06257242178447
ORD00215,3,Power Bank,Electronics,1,959,580,959,580,379,39.520333680917624
ORD00216,1,Men's Watch,Accessories,3,1499,850,4497,2550,1947,43.29553035356904
ORD00217,1,Power Bank,Electronics,2,939,580,1878,1160,718,38.232161874334395
ORD00218,1,Water Bottle,Home & Kitchen,2,375,180,750,360,390,52.0
ORD00218,2,Sunglasses,Accessories,1,563,260,563,260,303,53.818827708703374
ORD00218,3,Men's Shirt,Clothing,3,657,350,1971,1050,921,46.727549467275495
ORD00219,1,Men's Wallet,Accessories,2,299,120,598,240,358,59.86622073578596
ORD00219,2,Bedsheet,Home & Kitchen,2,999,560,1998,1120,878,43.94394394394394
ORD00219,3,Women's Sandals,Footwear,1,899,500,899,500,399,44.38264738598443
ORD00220,1,Men's Wallet,Accessories,4,305,120,1220,480,740,60.65573770491803
ORD00220,2,Bluetooth Earbuds,Electronics,4,1631,950,6524,3800,2724,41.75352544451257
ORD00220,3,Men's T-Shirt,Clothing,1,509,280,509,280,229,44.9901768172888
ORD00221,1,Coffee Mug,Home & Kitchen,5,281,110,1405,550,855,60.854092526690394
ORD00222,1,Men's Wallet,Accessories,2,281,120,562,240,322,57.29537366548043
ORD00222,2,Women's Kurti,Clothing,2,751,430,1502,860,642,42.743009320905465
ORD00223,1,Men's Wallet,Accessories,4,299,120,1196,480,716,59.86622073578596
ORD00223,2,Bluetooth Earbuds,Electronics,4,1599,950,6396,3800,2596,40.58786741713571
ORD00223,3,Men's Sneakers,Footwear,3,1299,780,3897,2340,1557,39.95381062355658
ORD00224,1,Men's T-Shirt,Clothing,2,509,280,1018,560,458,44.9901768172888
ORD00224,2,Sunglasses,Accessories,5,611,260,3055,1300,1755,57.446808510638306
ORD00225,1,Bluetooth Earbuds,Electronics,1,1631,950,1631,950,681,41.75352544451257
ORD00225,2,Smartphone,Electronics,1,15299,12500,15299,12500,2799,18.295313419177724
ORD00226,1,Women's Kurti,Clothing,1,799,430,799,430,369,46.18272841051314
ORD00227,1,Smartphone,Electronics,4,14999,12500,59996,50000,9996,16.661110740716047
ORD00227,2,Backpack,Accessories,4,899,480,3596,1920,1676,46.60734149054505
ORD00228,1,Women's Kurti,Clothing,5,799,430,3995,2150,1845,46.18272841051314
ORD00229,1,Men's Shirt,Clothing,3,657,350,1971,1050,921,46.727549467275495
ORD00229,2,Coffee Mug,Home & Kitchen,1,281,110,281,110,171,60.854092526690394
ORD00230,1,Men's Sneakers,Footwear,1,1299,780,1299,780,519,39.95381062355658
ORD00231,1,Sunglasses,Accessories,1,563,260,563,260,303,53.818827708703374
ORD00231,2,Women's Kurti,Clothing,2,751,430,1502,860,642,42.743009320905465
ORD00232,1,Coffee Mug,Home & Kitchen,2,287,110,574,220,354,61.672473867595826
ORD00233,1,Men's T-Shirt,Clothing,1,499,280,499,280,219,43.8877755511022
ORD00234,1,Women's Kurti,Clothing,2,751,430,1502,860,642,42.743009320905465
ORD00235,1,Women's Kurti,Clothing,3,751,430,2253,1290,963,42.743009320905465
ORD00236,1,Sunglasses,Accessories,3,611,260,1833,780,1053,57.446808510638306
ORD00237,1,Bedsheet,Home & Kitchen,1,939,560,939,560,379,40.36208732694356
ORD00238,1,Backpack,Accessories,5,863,480,4315,2400,1915,44.3800695249131
ORD00239,1,Men's Wallet,Accessories,5,281,120,1405,600,805,57.29537366548043
ORD00239,2,Men's Sneakers,Footwear,2,1221,780,2442,1560,882,36.11793611793612
ORD00240,1,Smartphone,Electronics,4,14999,12500,59996,50000,9996,16.661110740716047
ORD00240,2,Men's Wallet,Accessories,5,299,120,1495,600,895,59.86622073578596
ORD00241,1,Bluetooth Earbuds,Electronics,2,1503,950,3006,1900,1106,36.793080505655354
ORD00242,1,Bedsheet,Home & Kitchen,1,939,560,939,560,379,40.36208732694356
ORD00243,1,Women's Sandals,Footwear,2,863,500,1726,1000,726,42.06257242178447
ORD00244,1,Women's Kurti,Clothing,5,799,430,3995,2150,1845,46.18272841051314
ORD00244,2,Sunglasses,Accessories,1,599,260,599,260,339,56.594323873121866
ORD00244,3,Men's Shirt,Clothing,2,699,350,1398,700,698,49.92846924177397
ORD00245,1,Water Bottle,Home & Kitchen,4,399,180,1596,720,876,54.88721804511278
ORD00245,2,Smartphone,Electronics,2,14999,12500,29998,25000,4998,16.661110740716047
ORD00245,3,Men's Wallet,Accessories,2,299,120,598,240,358,59.86622073578596
ORD00246,1,Men's T-Shirt,Clothing,2,469,280,938,560,378,40.298507462686565
ORD00246,2,Coffee Mug,Home & Kitchen,5,281,110,1405,550,855,60.854092526690394
ORD00247,1,Men's T-Shirt,Clothing,3,499,280,1497,840,657,43.8877755511022
ORD00248,1,Men's Wallet,Accessories,2,305,120,610,240,370,60.65573770491803
ORD00248,2,Women's Sandals,Footwear,4,917,500,3668,2000,1668,45.47437295528899
ORD00248,3,Bedsheet,Home & Kitchen,3,1019,560,3057,1680,1377,45.0441609421001
ORD00249,1,Men's Sneakers,Footwear,3,1221,780,3663,2340,1323,36.11793611793612
ORD00249,2,Water Bottle,Home & Kitchen,3,375,180,1125,540,585,52.0
ORD00250,1,Men's Wallet,Accessories,2,305,120,610,240,370,60.65573770491803
ORD00250,2,Women's Kurti,Clothing,5,815,430,4075,2150,1925,47.239263803680984
ORD00251,1,Power Bank,Electronics,5,999,580,4995,2900,2095,41.94194194194194
ORD00252,1,Bluetooth Earbuds,Electronics,2,1599,950,3198,1900,1298,40.58786741713571
ORD00253,1,Women's Sandals,Footwear,5,845,500,4225,2500,1725,40.828402366863905
ORD00254,1,Coffee Mug,Home & Kitchen,4,287,110,1148,440,708,61.672473867595826
ORD00255,1,Women's Kurti,Clothing,1,815,430,815,430,385,47.239263803680984
ORD00256,1,Bedsheet,Home & Kitchen,1,1019,560,1019,560,459,45.0441609421001
ORD00257,1,Backpack,Accessories,1,845,480,845,480,365,43.19526627218935
ORD00257,2,Men's Shirt,Clothing,4,657,350,2628,1400,1228,46.727549467275495
ORD00258,1,Backpack,Accessories,5,899,480,4495,2400,2095,46.60734149054505
ORD00259,1,Men's Watch,Accessories,1,1499,850,1499,850,649,43.29553035356904
ORD00260,1,Men's Jeans,Clothing,4,1019,570,4076,2280,1796,44.062806673209025
ORD00261,1,Coffee Mug,Home & Kitchen,5,305,110,1525,550,975,63.934426229508205
ORD00261,2,Sunglasses,Accessories,4,611,260,2444,1040,1404,57.446808510638306
ORD00261,3,Water Bottle,Home & Kitchen,2,407,180,814,360,454,55.77395577395578
ORD00262,1,Men's Shirt,Clothing,5,657,350,3285,1750,1535,46.727549467275495
ORD00262,2,Water Bottle,Home & Kitchen,3,375,180,1125,540,585,52.0
ORD00263,1,Sunglasses,Accessories,4,599,260,2396,1040,1356,56.594323873121866
ORD00263,2,Men's Wallet,Accessories,5,299,120,1495,600,895,59.86622073578596
ORD00264,1,Sunglasses,Accessories,4,563,260,2252,1040,1212,53.818827708703374
ORD00264,2,Bluetooth Earbuds,Electronics,3,1503,950,4509,2850,1659,36.793080505655354
ORD00265,1,Women's Sandals,Footwear,3,917,500,2751,1500,1251,45.47437295528899
ORD00266,1,Backpack,Accessories,4,917,480,3668,1920,1748,47.655398037077425
ORD00266,2,Men's Wallet,Accessories,5,305,120,1525,600,925,60.65573770491803
ORD00267,1,Bluetooth Earbuds,Electronics,3,1599,950,4797,2850,1947,40.58786741713571
ORD00267,2,Coffee Mug,Home & Kitchen,5,299,110,1495,550,945,63.21070234113713
ORD00268,1,Men's Shirt,Clothing,3,657,350,1971,1050,921,46.727549467275495
ORD00269,1,Men's Watch,Accessories,3,1439,850,4317,2550,1767,40.931202223766505
ORD00270,1,Sunglasses,Accessories,1,575,260,575,260,315,54.78260869565217
ORD00271,1,Bluetooth Earbuds,Electronics,2,1631,950,3262,1900,1362,41.75352544451257
ORD00271,2,Men's T-Shirt,Clothing,4,509,280,2036,1120,916,44.9901768172888
ORD00272,1,Men's Jeans,Clothing,5,1019,570,5095,2850,2245,44.062806673209025
ORD00272,2,Coffee Mug,Home & Kitchen,5,305,110,1525,550,975,63.934426229508205
ORD00273,1,Bluetooth Earbuds,Electronics,2,1631,950,3262,1900,1362,41.75352544451257
ORD00274,1,Women's Kurti,Clothing,5,751,430,3755,2150,1605,42.743009320905465
ORD00275,1,Smartphone,Electronics,2,14099,12500,28198,25000,3198,11.34122987445918
ORD00275,2,Coffee Mug,Home & Kitchen,2,281,110,562,220,342,60.854092526690394
ORD00275,3,Women's Sandals,Footwear,2,845,500,1690,1000,690,40.828402366863905
ORD00276,1,Coffee Mug,Home & Kitchen,1,299,110,299,110,189,63.21070234113713
ORD00276,2,Men's T-Shirt,Clothing,3,499,280,1497,840,657,43.8877755511022
ORD00277,1,Men's Sneakers,Footwear,5,1221,780,6105,3900,2205,36.11793611793612
ORD00277,2,Men's Wallet,Accessories,2,281,120,562,240,322,57.29537366548043
ORD00277,3,Women's Kurti,Clothing,2,751,430,1502,860,642,42.743009320905465
ORD00278,1,Smartphone,Electronics,2,14399,12500,28798,25000,3798,13.188415862212654
ORD00278,2,Water Bottle,Home & Kitchen,1,383,180,383,180,203,53.00261096605744
ORD00278,3,Sunglasses,Accessories,2,575,260,1150,520,630,54.78260869565217
ORD00279,1,Backpack,Accessories,3,899,480,2697,1440,1257,46.60734149054505
ORD00280,1,Women's Sandals,Footwear,2,899,500,1798,1000,798,44.38264738598443
ORD00280,2,Smartphone,Electronics,3,14999,12500,44997,37500,7497,16.661110740716047
ORD00281,1,Women's Kurti,Clothing,5,751,430,3755,2150,1605,42.743009320905465
ORD00281,2,Men's T-Shirt,Clothing,3,469,280,1407,840,567,40.298507462686565
ORD00281,3,Men's Wallet,Accessories,1,281,120,281,120,161,57.29537366548043
ORD00282,1,Bluetooth Earbuds,Electronics,5,1631,950,8155,4750,3405,41.75352544451257
ORD00283,1,Men's T-Shirt,Clothing,1,509,280,509,280,229,44.9901768172888
ORD00283,2,Smartphone,Electronics,1,15299,12500,15299,12500,2799,18.295313419177724
ORD00283,3,Backpack,Accessories,3,917,480,2751,1440,1311,47.655398037077425
ORD00284,1,Men's Wallet,Accessories,1,299,120,299,120,179,59.86622073578596
ORD00285,1,Men's T-Shirt,Clothing,3,479,280,1437,840,597,41.544885177453025
ORD00286,1,Coffee Mug,Home & Kitchen,5,299,110,1495,550,945,63.21070234113713
ORD00286,2,Men's Jeans,Clothing,4,999,570,3996,2280,1716,42.94294294294294
ORD00287,1,Backpack,Accessories,3,899,480,2697,1440,1257,46.60734149054505
ORD00287,2,Men's Watch,Accessories,4,1499,850,5996,3400,2596,43.29553035356904
ORD00287,3,Smartphone,Electronics,2,14999,12500,29998,25000,4998,16.661110740716047
ORD00288,1,Men's Watch,Accessories,4,1529,850,6116,3400,2716,44.408109875735775
ORD00289,1,Women's Kurti,Clothing,4,799,430,3196,1720,1476,46.18272841051314
ORD00289,2,Sunglasses,Accessories,3,599,260,1797,780,1017,56.594323873121866
ORD00290,1,Sunglasses,Accessories,1,611,260,611,260,351,57.446808510638306
ORD00290,2,Men's Wallet,Accessories,1,305,120,305,120,185,60.65573770491803
ORD00290,3,Bedsheet,Home & Kitchen,5,1019,560,5095,2800,2295,45.0441609421001
ORD00291,1,Men's Jeans,Clothing,1,999,570,999,570,429,42.94294294294294
ORD00292,1,Backpack,Accessories,2,917,480,1834,960,874,47.655398037077425
ORD00292,2,Water Bottle,Home & Kitchen,5,407,180,2035,900,1135,55.77395577395578
ORD00293,1,Bedsheet,Home & Kitchen,5,1019,560,5095,2800,2295,45.0441609421001
ORD00293,2,Bluetooth Earbuds,Electronics,2,1631,950,3262,1900,1362,41.75352544451257
ORD00294,1,Water Bottle,Home & Kitchen,1,407,180,407,180,227,55.77395577395578
ORD00295,1,Bluetooth Earbuds,Electronics,3,1599,950,4797,2850,1947,40.58786741713571
ORD00296,1,Power Bank,Electronics,4,939,580,3756,2320,1436,38.232161874334395
ORD00297,1,Backpack,Accessories,5,899,480,4495,2400,2095,46.60734149054505
ORD00297,2,Men's Sneakers,Footwear,1,1299,780,1299,780,519,39.95381062355658
ORD00298,1,Women's Kurti,Clothing,4,815,430,3260,1720,1540,47.239263803680984
ORD00299,1,Men's Shirt,Clothing,5,671,350,3355,1750,1605,47.83904619970194
ORD00299,2,Women's Kurti,Clothing,4,767,430,3068,1720,1348,43.9374185136897
ORD00300,1,Sunglasses,Accessories,1,611,260,611,260,351,57.446808510638306
ORD00300,2,Men's Watch,Accessories,2,1529,850,3058,1700,1358,44.408109875735775
ORD00301,1,Men's Watch,Accessories,1,1439,850,1439,850,589,40.931202223766505
ORD00302,1,Men's Shirt,Clothing,3,713,350,2139,1050,1089,50.911640953716685
ORD00303,1,Backpack,Accessories,2,845,480,1690,960,730,43.19526627218935
ORD00304,1,Men's Wallet,Accessories,4,299,120,1196,480,716,59.86622073578596
ORD00304,2,Men's T-Shirt,Clothing,1,499,280,499,280,219,43.8877755511022
ORD00304,3,Smartphone,Electronics,1,14999,12500,14999,12500,2499,16.661110740716047
ORD00305,1,Men's Sneakers,Footwear,1,1299,780,1299,780,519,39.95381062355658
ORD00306,1,Men's Watch,Accessories,1,1529,850,1529,850,679,44.408109875735775
ORD00307,1,Bedsheet,Home & Kitchen,1,999,560,999,560,439,43.94394394394394
ORD00307,2,Men's Sneakers,Footwear,4,1299,780,5196,3120,2076,39.95381062355658
ORD00308,1,Men's Shirt,Clothing,1,699,350,699,350,349,49.92846924177397
ORD00308,2,Power Bank,Electronics,3,999,580,2997,1740,1257,41.94194194194194
ORD00309,1,Men's T-Shirt,Clothing,5,499,280,2495,1400,1095,43.8877755511022
ORD00309,2,Smartphone,Electronics,3,14999,12500,44997,37500,7497,16.661110740716047
ORD00310,1,Power Bank,Electronics,3,1019,580,3057,1740,1317,43.08145240431796
ORD00310,2,Women's Sandals,Footwear,4,917,500,3668,2000,1668,45.47437295528899
ORD00311,1,Men's T-Shirt,Clothing,5,479,280,2395,1400,995,41.544885177453025
ORD00312,1,Smartphone,Electronics,4,14099,12500,56396,50000,6396,11.34122987445918
ORD00313,1,Bluetooth Earbuds,Electronics,3,1535,950,4605,2850,1755,38.11074918566775
ORD00313,2,Women's Sandals,Footwear,3,863,500,2589,1500,1089,42.06257242178447
ORD00313,3,Men's T-Shirt,Clothing,1,479,280,479,280,199,41.544885177453025
ORD00314,1,Men's Shirt,Clothing,3,671,350,2013,1050,963,47.83904619970194
ORD00315,1,Men's Jeans,Clothing,5,1019,570,5095,2850,2245,44.062806673209025
ORD00316,1,Power Bank,Electronics,5,1019,580,5095,2900,2195,43.08145240431796
ORD00317,1,Backpack,Accessories,3,899,480,2697,1440,1257,46.60734149054505
ORD00318,1,Water Bottle,Home & Kitchen,5,399,180,1995,900,1095,54.88721804511278
ORD00318,2,Coffee Mug,Home & Kitchen,1,299,110,299,110,189,63.21070234113713
ORD00318,3,Women's Kurti,Clothing,3,799,430,2397,1290,1107,46.18272841051314
ORD00319,1,Women's Sandals,Footwear,3,845,500,2535,1500,1035,40.828402366863905
ORD00320,1,Women's Kurti,Clothing,1,815,430,815,430,385,47.239263803680984
ORD00321,1,Men's Watch,Accessories,3,1529,850,4587,2550,2037,44.408109875735775
ORD00321,2,Bluetooth Earbuds,Electronics,4,1631,950,6524,3800,2724,41.75352544451257
ORD00322,1,Men's Sneakers,Footwear,4,1299,780,5196,3120,2076,39.95381062355658
ORD00323,1,Water Bottle,Home & Kitchen,1,399,180,399,180,219,54.88721804511278
ORD00324,1,Women's Sandals,Footwear,4,863,500,3452,2000,1452,42.06257242178447
ORD00325,1,Power Bank,Electronics,2,1019,580,2038,1160,878,43.08145240431796
ORD00325,2,Women's Kurti,Clothing,5,815,430,4075,2150,1925,47.239263803680984
ORD00325,3,Bluetooth Earbuds,Electronics,5,1631,950,8155,4750,3405,41.75352544451257
ORD00326,1,Power Bank,Electronics,4,939,580,3756,2320,1436,38.232161874334395
ORD00327,1,Backpack,Accessories,5,917,480,4585,2400,2185,47.655398037077425
ORD00328,1,Men's T-Shirt,Clothing,1,499,280,499,280,219,43.8877755511022
ORD00329,1,Women's Kurti,Clothing,5,815,430,4075,2150,1925,47.239263803680984
ORD00329,2,Men's Shirt,Clothing,1,713,350,713,350,363,50.911640953716685
ORD00329,3,Power Bank,Electronics,2,1019,580,2038,1160,878,43.08145240431796
ORD00330,1,Men's Wallet,Accessories,5,299,120,1495,600,895,59.86622073578596
ORD00331,1,Women's Kurti,Clothing,2,815,430,1630,860,770,47.239263803680984
ORD00331,2,Men's T-Shirt,Clothing,4,509,280,2036,1120,916,44.9901768172888
ORD00332,1,Power Bank,Electronics,2,959,580,1918,1160,758,39.520333680917624
ORD00332,2,Backpack,Accessories,1,863,480,863,480,383,44.3800695249131
ORD00333,1,Coffee Mug,Home & Kitchen,1,281,110,281,110,171,60.854092526690394
ORD00334,1,Men's Sneakers,Footwear,5,1221,780,6105,3900,2205,36.11793611793612
ORD00334,2,Power Bank,Electronics,3,939,580,2817,1740,1077,38.232161874334395
ORD00335,1,Men's Shirt,Clothing,2,657,350,1314,700,614,46.727549467275495
ORD00336,1,Power Bank,Electronics,4,1019,580,4076,2320,1756,43.08145240431796
ORD00336,2,Smartphone,Electronics,3,15299,12500,45897,37500,8397,18.295313419177724
ORD00337,1,Men's T-Shirt,Clothing,3,509,280,1527,840,687,44.9901768172888
ORD00337,2,Women's Sandals,Footwear,2,917,500,1834,1000,834,45.47437295528899
ORD00337,3,Smartphone,Electronics,5,15299,12500,76495,62500,13995,18.295313419177724
ORD00338,1,Men's Sneakers,Footwear,5,1247,780,6235,3900,2335,37.44987971130714
ORD00339,1,Men's T-Shirt,Clothing,3,509,280,1527,840,687,44.9901768172888
ORD00339,2,Men's Watch,Accessories,2,1529,850,3058,1700,1358,44.408109875735775
ORD00340,1,Sunglasses,Accessories,3,611,260,1833,780,1053,57.446808510638306
ORD00341,1,Bluetooth Earbuds,Electronics,5,1503,950,7515,4750,2765,36.793080505655354
ORD00342,1,Men's Jeans,Clothing,1,959,570,959,570,389,40.56308654848801
ORD00342,2,Bedsheet,Home & Kitchen,2,959,560,1918,1120,798,41.605839416058394
ORD00342,3,Coffee Mug,Home & Kitchen,5,287,110,1435,550,885,61.672473867595826
ORD00343,1,Women's Sandals,Footwear,4,917,500,3668,2000,1668,45.47437295528899
ORD00343,2,Water Bottle,Home & Kitchen,2,407,180,814,360,454,55.77395577395578
ORD00343,3,Men's Shirt,Clothing,1,713,350,713,350,363,50.911640953716685
ORD00344,1,Backpack,Accessories,3,845,480,2535,1440,1095,43.19526627218935
ORD00345,1,Men's Wallet,Accessories,5,281,120,1405,600,805,57.29537366548043
ORD00346,1,Men's Shirt,Clothing,3,713,350,2139,1050,1089,50.911640953716685
ORD00347,1,Power Bank,Electronics,1,999,580,999,580,419,41.94194194194194
ORD00348,1,Women's Kurti,Clothing,1,799,430,799,430,369,46.18272841051314
ORD00348,2,Men's Watch,Accessories,5,1499,850,7495,4250,3245,43.29553035356904
ORD00348,3,Smartphone,Electronics,1,14999,12500,14999,12500,2499,16.661110740716047
ORD00349,1,Women's Sandals,Footwear,2,863,500,1726,1000,726,42.06257242178447
ORD00350,1,Women's Kurti,Clothing,3,799,430,2397,1290,1107,46.18272841051314
ORD00351,1,Sunglasses,Accessories,1,563,260,563,260,303,53.818827708703374
ORD00351,2,Men's Shirt,Clothing,4,657,350,2628,1400,1228,46.727549467275495
ORD00352,1,Smartphone,Electronics,5,14099,12500,70495,62500,7995,11.34122987445918
ORD00353,1,Water Bottle,Home & Kitchen,2,383,180,766,360,406,53.00261096605744
ORD00354,1,Water Bottle,Home & Kitchen,1,399,180,399,180,219,54.88721804511278
ORD00355,1,Women's Kurti,Clothing,4,815,430,3260,1720,1540,47.239263803680984
ORD00355,2,Women's Sandals,Footwear,2,917,500,1834,1000,834,45.47437295528899
ORD00356,1,Power Bank,Electronics,3,999,580,2997,1740,1257,41.94194194194194
ORD00357,1,Bedsheet,Home & Kitchen,3,999,560,2997,1680,1317,43.94394394394394
ORD00357,2,Women's Kurti,Clothing,1,799,430,799,430,369,46.18272841051314
ORD00358,1,Men's Wallet,Accessories,3,305,120,915,360,555,60.65573770491803
ORD00358,2,Bedsheet,Home & Kitchen,5,1019,560,5095,2800,2295,45.0441609421001
ORD00359,1,Men's T-Shirt,Clothing,4,509,280,2036,1120,916,44.9901768172888
ORD00359,2,Men's Jeans,Clothing,1,1019,570,1019,570,449,44.062806673209025
ORD00360,1,Sunglasses,Accessories,3,575,260,1725,780,945,54.78260869565217
ORD00360,2,Coffee Mug,Home & Kitchen,4,287,110,1148,440,708,61.672473867595826
ORD00361,1,Men's Shirt,Clothing,3,671,350,2013,1050,963,47.83904619970194
ORD00362,1,Men's Wallet,Accessories,1,287,120,287,120,167,58.18815331010453
ORD00362,2,Men's Watch,Accessories,5,1439,850,7195,4250,2945,40.931202223766505
ORD00363,1,Men's Shirt,Clothing,4,713,350,2852,1400,1452,50.911640953716685
ORD00363,2,Men's Watch,Accessories,4,1529,850,6116,3400,2716,44.408109875735775
ORD00364,1,Sunglasses,Accessories,2,611,260,1222,520,702,57.446808510638306
ORD00364,2,Men's Jeans,Clothing,4,1019,570,4076,2280,1796,44.062806673209025
ORD00364,3,Bluetooth Earbuds,Electronics,2,1631,950,3262,1900,1362,41.75352544451257
ORD00365,1,Coffee Mug,Home & Kitchen,5,281,110,1405,550,855,60.854092526690394
ORD00365,2,Men's T-Shirt,Clothing,4,469,280,1876,1120,756,40.298507462686565
ORD00366,1,Women's Kurti,Clothing,3,751,430,2253,1290,963,42.743009320905465
ORD00367,1,Men's Wallet,Accessories,3,305,120,915,360,555,60.65573770491803
ORD00367,2,Backpack,Accessories,4,917,480,3668,1920,1748,47.655398037077425
ORD00368,1,Men's Wallet,Accessories,1,305,120,305,120,185,60.65573770491803
ORD00369,1,Men's Jeans,Clothing,1,1019,570,1019,570,449,44.062806673209025
ORD00370,1,Coffee Mug,Home & Kitchen,4,287,110,1148,440,708,61.672473867595826
ORD00370,2,Men's Shirt,Clothing,1,671,350,671,350,321,47.83904619970194
ORD00370,3,Men's T-Shirt,Clothing,2,479,280,958,560,398,41.544885177453025
ORD00371,1,Women's Kurti,Clothing,1,815,430,815,430,385,47.239263803680984
ORD00372,1,Men's Wallet,Accessories,2,299,120,598,240,358,59.86622073578596
ORD00373,1,Power Bank,Electronics,2,999,580,1998,1160,838,41.94194194194194
ORD00374,1,Women's Sandals,Footwear,4,899,500,3596,2000,1596,44.38264738598443
ORD00374,2,Men's Shirt,Clothing,1,699,350,699,350,349,49.92846924177397
ORD00375,1,Men's T-Shirt,Clothing,5,509,280,2545,1400,1145,44.9901768172888
ORD00375,2,Men's Shirt,Clothing,4,713,350,2852,1400,1452,50.911640953716685
ORD00376,1,Backpack,Accessories,3,917,480,2751,1440,1311,47.655398037077425
ORD00376,2,Men's T-Shirt,Clothing,3,509,280,1527,840,687,44.9901768172888
ORD00376,3,Water Bottle,Home & Kitchen,4,407,180,1628,720,908,55.77395577395578
ORD00377,1,Men's T-Shirt,Clothing,3,469,280,1407,840,567,40.298507462686565
ORD00378,1,Men's T-Shirt,Clothing,3,509,280,1527,840,687,44.9901768172888
