Order_ID,Order_Date,Customer_ID,Platform,State,City
ORD00377,2026-03-24,CUST0444,Meesho,Delhi,New Delhi
ORD00378,2026-03-31,CUST0287,Amazon,Kerala,Thiruvananthapuram
ORD00379,2025-08-20,CUST0333,Meesho,Kerala,Kochi
ORD00380,2025-06-09,CUST0214,Flipkart,Telangana,Warangal
ORD00381,2025-01-04,CUST0021,Flipkart,Rajasthan,Jaipur
ORD00382,2026-07-24,CUST0226,Amazon,Tamil Nadu,Coimbatore
ORD00383,2026-07-31,CUST0005,Amazon,Maharashtra,Pune
ORD00384,2025-05-27,CUST0023,Meesho,Uttar Pradesh,Lucknow
ORD00385,2025-01-20,CUST0379,Flipkart,Gujarat,Ahmedabad
ORD00386,2025-03-16,CUST0252,Amazon,Uttar Pradesh,Lucknow
ORD00387,2025-02-11,CUST0299,Meesho,West Bengal,Kolkata
ORD00388,2026-05-21,CUST0374,Flipkart,Tamil Nadu,Chennai
ORD00389,2026-06-27,CUST0455,Meesho,Gujarat,Surat
ORD00390,2025-04-04,CUST0069,Flipkart,Telangana,Hyderabad
ORD00391,2026-03-31,CUST0376,Amazon,Rajasthan,Jaipur
ORD00392,2025-04-19,CUST0035,Meesho,Rajasthan,Jaipur
ORD00393,2025-08-12,CUST0162,Meesho,Gujarat,Ahmedabad
ORD00394,2025-12-31,CUST0333,Flipkart,Gujarat,Ahmedabad
ORD00395,2026-03-14,CUST0169,Flipkart,Karnataka,Bengaluru
ORD00396,2026-06-16,CUST0426,Flipkart,Karnataka,Bengaluru
ORD00397,2025-01-28,CUST0321,Meesho,Rajasthan,Jaipur
ORD00398,2025-04-30,CUST0423,Amazon,Rajasthan,Jaipur
ORD00399,2025-06-20,CUST0297,Amazon,Karnataka,Mysuru
ORD00400,2025-07-08,CUST0297,Flipkart,Kerala,Kochi
ORD00401,2026-08-30,CUST0018,Shopsy,Delhi,New Delhi
ORD00402,2026-04-18,CUST0072,Amazon,Karnataka,Mangaluru
ORD00403,2025-07-14,CUST0253,Amazon,Uttar Pradesh,Noida
ORD00404,2026-08-14,CUST0402,Amazon,Rajasthan,Udaipur
ORD00405,2025-10-31,CUST0442,Flipkart,Uttar Pradesh,Kanpur
ORD00406,2025-11-01,CUST0342,Shopsy,Karnataka,Mysuru
ORD00407,2025-09-21,CUST0027,Shopsy,Tamil Nadu,Madurai
ORD00408,2025-03-29,CUST0437,Flipkart,Kerala,Kochi
ORD00409,2026-07-23,CUST0181,Meesho,Rajasthan,Jaipur
ORD00410,2025-01-09,CUST0176,Amazon,Uttar Pradesh,Noida
ORD00411,2025-04-16,CUST0146,Flipkart,Kerala,Kochi
ORD00412,2025-05-20,CUST0309,Flipkart,Tamil Nadu,
ORD00413,2025-06-19,CUST0293,Meesho,Uttar Pradesh,Kanpur
ORD00414,2025-03-22,CUST0255,Flipkart,Karnataka,Mangaluru
ORD00415,2025-01-11,CUST0125,Flipkart,Telangana,Warangal
ORD00416,2026-02-17,CUST0272,Flipkart,Tamil Nadu,Coimbatore
ORD00417,2026-08-13,CUST0143,Meesho,Uttar Pradesh,Lucknow
ORD00418,2025-03-16,CUST0058,Meesho,West Bengal,Kolkata
ORD00419,2025-06-30,CUST0021,Amazon,Telangana,Hyderabad
ORD00420,2025-11-04,CUST0008,Flipkart,Uttar Pradesh,Noida
ORD00421,2026-07-18,CUST0401,Meesho,Maharashtra,Pune
ORD00422,2026-02-27,CUST0177,Amazon,Telangana,Hyderabad
ORD00423,2026-04-11,CUST0101,Amazon,Kerala,Kochi
ORD00424,2025-12-20,CUST0391,Shopsy,Kerala,Thiruvananthapuram
ORD00425,2025-09-11,CUST0045,Flipkart,Uttar Pradesh,Noida
ORD00426,2025-05-02,CUST0246,Meesho,Delhi,New Delhi
ORD00427,2026-06-10,CUST0308,Amazon,Delhi,New Delhi
ORD00428,2026-05-04,CUST0156,Flipkart,Uttar Pradesh,Kanpur
ORD00429,2025-01-16,CUST0431,Meesho,Maharashtra,Pune
ORD00430,2026-03-11,CUST0286,Flipkart,Uttar Pradesh,Kanpur
ORD00431,2025-02-21,CUST0121,Amazon,West Bengal,Kolkata
ORD00432,2026-03-26,CUST0261,Flipkart,West Bengal,Kolkata
ORD00433,2026-05-18,CUST0412,Amazon,Tamil Nadu,Chennai
ORD00434,2025-03-21,CUST0415,Amazon,Tamil Nadu,Madurai
ORD00435,2025-09-21,CUST0118,Flipkart,Karnataka,Mangaluru
ORD00436,2025-03-17,CUST0198,Flipkart,Uttar Pradesh,Lucknow
ORD00437,2025-12-11,CUST0199,Flipkart,West Bengal,Kolkata
ORD00438,2026-07-18,CUST0370,Amazon,Telangana,Warangal
ORD00439,2025-02-19,CUST0249,Flipkart,Delhi,New Delhi
ORD00440,2025-08-30,CUST0392,Flipkart,Tamil Nadu,Coimbatore
ORD00441,2026-08-15,CUST0427,Amazon,Kerala,Thiruvananthapuram
ORD00442,2025-07-02,CUST0370,Amazon,Tamil Nadu,Madurai
ORD00443,2025-03-22,CUST0031,Flipkart,Maharashtra,Nagpur
ORD00444,2025-10-25,CUST0468,Flipkart,Gujarat,Ahmedabad
ORD00445,2025-11-06,CUST0254,Flipkart,Gujarat,Surat
ORD00446,2026-02-08,CUST0414,Amazon,Karnataka,Bengaluru
ORD00447,2025-07-10,CUST0263,Flipkart,Uttar Pradesh,Lucknow
ORD00448,2026-08-05,CUST0215,Flipkart,Tamil Nadu,Coimbatore
ORD00449,2025-11-13,CUST0080,Amazon,Kerala,Thiruvananthapuram
ORD00450,2025-06-24,CUST0099,Amazon,Kerala,Kochi
ORD00451,2026-08-07,CUST0029,Amazon,Delhi,New Delhi
ORD00452,2026-07-17,CUST0423,Amazon,Karnataka,Bengaluru
ORD00453,2025-10-31,CUST0392,Amazon,Telangana,Hyderabad
ORD00454,2025-01-16,CUST0267,Meesho,Uttar Pradesh,Lucknow
ORD00455,2025-12-29,CUST0284,Meesho,Gujarat,Surat
ORD00456,2025-12-04,CUST0158,Amazon,Maharashtra,Pune
ORD00457,2025-04-01,CUST0143,Shopsy,Karnataka,Mangaluru
ORD00458,2026-01-21,CUST0110,Amazon,Tamil Nadu,Madurai
ORD00459,2026-05-27,CUST0130,Amazon,Gujarat,Ahmedabad
ORD00460,2025-03-06,CUST0319,Flipkart,Maharashtra,Mumbai
ORD00461,2026-03-16,CUST0357,Meesho,West Bengal,Kolkata
ORD00462,2025-03-27,CUST0038,Meesho,Kerala,Thiruvananthapuram
ORD00463,2026-04-01,CUST0290,Flipkart,Kerala,Kochi
ORD00464,2025-09-12,CUST0226,Amazon,Delhi,New Delhi
ORD00465,2025-01-04,CUST0366,Amazon,Telangana,Warangal
ORD00466,2026-08-11,CUST0015,Flipkart,Karnataka,Mysuru
ORD00467,2025-04-11,CUST0338,Amazon,Maharashtra,Nagpur
ORD00468,2025-12-29,CUST0370,Flipkart,Uttar Pradesh,Kanpur
ORD00469,2025-04-21,CUST0369,Amazon,Kerala,Thiruvananthapuram
ORD00470,2026-07-22,CUST0248,Meesho,West Bengal,Kolkata
ORD00471,2026-03-25,CUST0023,Meesho,West Bengal,Kolkata
ORD00472,2026-05-05,CUST0380,Amazon,Delhi,New Delhi
ORD00473,2025-09-20,CUST0038,Amazon,Kerala,Kochi
ORD00474,2025-10-12,CUST0206,Meesho,Delhi,New Delhi
ORD00475,2026-01-21,CUST0479,Meesho,Tamil Nadu,Madurai
ORD00476,2026-04-23,CUST0343,Flipkart,Karnataka,Mysuru
ORD00477,2026-05-30,CUST0422,Amazon,Delhi,New Delhi
ORD00478,2025-01-11,CUST0376,Amazon,Tamil Nadu,Madurai
ORD00479,2026-02-08,CUST0060,Amazon,Tamil Nadu,Madurai
ORD00480,2025-03-08,CUST0269,Flipkart,Delhi,New Delhi
ORD00481,2025-06-25,CUST0155,Flipkart,Maharashtra,Mumbai
ORD00482,2026-05-20,CUST0247,Amazon,Telangana,Hyderabad
ORD00483,2025-06-02,CUST0273,Flipkart,Gujarat,Surat
ORD00484,2026-04-30,CUST0219,Flipkart,Gujarat,Ahmedabad
ORD00485,2025-10-09,CUST0204,Amazon,Tamil Nadu,Madurai
ORD00486,2025-05-22,CUST0166,Flipkart,Maharashtra,Nagpur
ORD00487,2025-07-23,CUST0139,Amazon,Tamil Nadu,Madurai
ORD00488,2025-11-19,CUST0338,Amazon,Maharashtra,Mumbai
ORD00489,2026-04-11,CUST0238,Flipkart,West Bengal,Kolkata
ORD00490,2026-01-04,CUST0457,Amazon,Gujarat,Surat
ORD00491,2026-07-22,CUST0356,Amazon,Delhi,New Delhi
ORD00492,2026-06-12,CUST0006,Shopsy,West Bengal,Kolkata
ORD00493,2026-04-04,CUST0270,Amazon,Delhi,New Delhi
ORD00494,2026-01-02,CUST0389,Amazon,Maharashtra,Mumbai
ORD00495,2025-06-26,CUST0169,Amazon,Gujarat,Ahmedabad
ORD00496,2025-09-08,CUST0456,Shopsy,Maharashtra,Nagpur
ORD00497,2025-03-14,CUST0170,Flipkart,Maharashtra,Mumbai
ORD00498,2025-08-16,CUST0128,Amazon,Maharashtra,Pune
ORD00499,2026-07-18,CUST0468,Shopsy,Tamil Nadu,Chennai
ORD00500,2025-09-16,CUST0359,Shopsy,Rajasthan,Jaipur
ORD00501,2025-03-11,CUST0050,Flipkart,Tamil Nadu,Madurai
ORD00502,2026-02-01,CUST0031,Flipkart,Tamil Nadu,Coimbatore
ORD00503,2026-08-09,CUST0275,Flipkart,Telangana,Warangal
ORD00504,2026-06-12,CUST0428,Amazon,West Bengal,Kolkata
ORD00505,2025-06-16,CUST0199,Amazon,Tamil Nadu,Madurai
ORD00506,2025-10-03,CUST0376,Amazon,Karnataka,Mangaluru
ORD00507,2025-11-19,CUST0350,Amazon,Rajasthan,Jaipur
ORD00508,2025-05-31,CUST0197,Meesho,Tamil Nadu,Coimbatore
ORD00509,2025-06-13,CUST0071,Amazon,Delhi,New Delhi
ORD00510,2025-05-24,CUST0127,Amazon,Karnataka,Mysuru
ORD00511,2026-08-28,CUST0309,Amazon,Rajasthan,Udaipur
ORD00512,2026-03-30,CUST0118,Flipkart,West Bengal,Kolkata
ORD00513,2026-05-27,CUST0341,Meesho,Maharashtra,Pune
ORD00514,2026-05-12,CUST0433,Flipkart,Karnataka,Mangaluru
ORD00515,2026-08-07,CUST0253,Amazon,Maharashtra,Mumbai
ORD00516,2025-03-06,CUST0083,Amazon,Kerala,Kochi
ORD00517,2026-06-21,CUST0159,Flipkart,Maharashtra,Nagpur
ORD00518,2025-02-10,CUST0049,Meesho,Karnataka,Mangaluru
ORD00519,2025-10-17,CUST0113,Amazon,Rajasthan,Jaipur
ORD00520,2025-12-28,CUST0270,Meesho,Telangana,Warangal
ORD00521,2025-08-06,CUST0227,Flipkart,Delhi,New Delhi
ORD00522,2025-03-30,CUST0065,Shopsy,Maharashtra,Nagpur
ORD00523,2025-04-27,CUST0310,Flipkart,Tamil Nadu,Chennai
ORD00524,2026-05-17,CUST0028,Amazon,Uttar Pradesh,Kanpur
ORD00525,2025-07-13,CUST0012,Amazon,Rajasthan,Udaipur
ORD00526,2025-07-08,CUST0076,Flipkart,Karnataka,Mysuru
ORD00527,2026-07-16,CUST0326,Amazon,Kerala,Kochi
ORD00528,2025-03-29,CUST0032,Flipkart,Kerala,Kochi
ORD00529,2026-07-11,CUST0313,Amazon,Tamil Nadu,Coimbatore
ORD00530,2026-07-14,CUST0050,Amazon,Uttar Pradesh,Noida
ORD00531,2025-12-30,CUST0422,Amazon,Rajasthan,Udaipur
ORD00532,2025-04-11,CUST0152,Amazon,Telangana,Hyderabad
ORD00533,2025-04-05,CUST0414,Flipkart,Karnataka,Bengaluru
ORD00534,2025-06-23,CUST0430,Amazon,Rajasthan,Jaipur
ORD00535,2025-12-18,CUST0177,Amazon,Gujarat,Ahmedabad
ORD00536,2025-04-04,CUST0036,Amazon,Telangana,Hyderabad
ORD00537,2025-10-05,CUST0028,Amazon,Maharashtra,Nagpur
ORD00538,2025-03-12,CUST0095,Amazon,Karnataka,Bengaluru
ORD00539,2025-11-25,CUST0239,Shopsy,Maharashtra,Nagpur
ORD00540,2025-01-13,CUST0003,Flipkart,Telangana,Warangal
ORD00541,2026-03-08,CUST0496,Amazon,Kerala,Kochi
ORD00542,2025-02-03,CUST0288,Amazon,Maharashtra,Nagpur
ORD00543,2025-04-29,CUST0014,Flipkart,West Bengal,Kolkata
ORD00544,2025-04-17,CUST0129,Flipkart,West Bengal,Kolkata
ORD00545,2026-05-21,CUST0381,Shopsy,Uttar Pradesh,Noida
ORD00546,2025-02-02,CUST0117,Amazon,Kerala,Kochi
ORD00547,2025-09-18,CUST0088,Flipkart,Uttar Pradesh,Lucknow
ORD00548,2025-12-26,CUST0374,Flipkart,Maharashtra,Nagpur
ORD00549,2025-11-10,CUST0017,Meesho,Kerala,Kochi
ORD00550,2026-02-18,CUST0339,Amazon,Kerala,Thiruvananthapuram
ORD00551,2026-05-04,CUST0119,Flipkart,Delhi,New Delhi
ORD00552,2025-08-28,CUST0008,Amazon,Telangana,Hyderabad
ORD00553,2026-05-19,CUST0359,Flipkart,Tamil Nadu,Chennai
ORD00554,2025-07-13,CUST0394,Shopsy,Uttar Pradesh,Noida
ORD00555,2026-08-22,CUST0141,Flipkart,Kerala,Thiruvananthapuram
ORD00556,2025-11-03,CUST0277,Amazon,Uttar Pradesh,Noida
ORD00557,2026-03-24,CUST0283,Amazon,Telangana,Hyderabad
ORD00558,2026-06-17,CUST0008,Amazon,West Bengal,Kolkata
ORD00559,2026-04-27,CUST0490,Amazon,Karnataka,Bengaluru
ORD00560,2026-06-02,CUST0298,Meesho,Uttar Pradesh,Lucknow
ORD00561,2025-11-23,CUST0072,Flipkart,Maharashtra,Pune
ORD00562,2025-01-27,CUST0333,Amazon,West Bengal,Kolkata
ORD00563,2025-10-27,CUST0096,Flipkart,Karnataka,Bengaluru
ORD00564,2025-04-21,CUST0067,Amazon,Delhi,New Delhi
ORD00565,2026-06-25,CUST0361,Flipkart,West Bengal,Kolkata
ORD00566,2025-05-24,CUST0431,Flipkart,Telangana,Warangal
ORD00567,2025-05-19,CUST0224,Amazon,Maharashtra,Nagpur
ORD00568,2025-06-01,CUST0462,Amazon,Karnataka,Mangaluru
ORD00569,2026-01-26,CUST0300,Amazon,Delhi,New Delhi
ORD00570,2025-12-14,CUST0274,Flipkart,Uttar Pradesh,Noida
ORD00571,2026-07-31,CUST0369,Amazon,Karnataka,Bengaluru
ORD00572,2025-09-11,CUST0007,Flipkart,Telangana,Hyderabad
ORD00573,2025-06-21,CUST0047,Flipkart,Tamil Nadu,Madurai
ORD00574,2025-01-30,CUST0014,Amazon,West Bengal,Kolkata
ORD00575,2025-01-05,CUST0263,Shopsy,Telangana,Hyderabad
ORD00576,2025-08-16,CUST0096,Amazon,Rajasthan,Udaipur
ORD00577,2026-07-17,CUST0336,Meesho,Delhi,New Delhi
ORD00578,2025-11-15,CUST0197,Amazon,Rajasthan,Jaipur
ORD00579,2026-06-28,CUST0283,Flipkart,Tamil Nadu,Coimbatore
ORD00580,2025-03-03,CUST0090,Amazon,West Bengal,Kolkata
ORD00581,2025-02-26,CUST0345,Amazon,Kerala,Thiruvananthapuram
ORD00582,2026-05-22,CUST0187,Amazon,Telangana,Warangal
ORD00583,2025-03-06,CUST0007,Meesho,Gujarat,Ahmedabad
ORD00584,2025-02-01,CUST0330,Amazon,Rajasthan,Jaipur
ORD00585,2025-09-03,CUST0462,Flipkart,Delhi,New Delhi
ORD00586,2026-07-17,CUST0072,Flipkart,Uttar Pradesh,Kanpur
ORD00587,2026-02-24,CUST0325,Shopsy,Telangana,Warangal
ORD00588,2025-03-02,CUST0365,Amazon,Kerala,Thiruvananthapuram
ORD00589,2026-05-24,CUST0324,Amazon,Delhi,New Delhi
ORD00590,2026-05-28,CUST0207,Meesho,Karnataka,Mangaluru
ORD00591,2026-05-02,CUST0330,Amazon,Maharashtra,Nagpur
ORD00592,2026-07-03,CUST0117,Flipkart,West Bengal,Kolkata
ORD00593,2025-05-26,CUST0426,Shopsy,Karnataka,Bengaluru
ORD00594,2026-08-19,CUST0173,Flipkart,West Bengal,Kolkata
ORD00595,2025-07-14,CUST0044,Shopsy,West Bengal,Kolkata
ORD00596,2026-05-03,CUST0225,Shopsy,Maharashtra,Pune
ORD00597,2025-12-19,CUST0222,Amazon,Maharashtra,Pune
ORD00598,2026-04-19,CUST0381,Amazon,Gujarat,Surat
ORD00599,2026-01-17,CUST0075,Shopsy,Kerala,Kochi
ORD00600,2026-01-26,CUST0379,Amazon,West Bengal,Kolkata
ORD00601,2026-01-10,CUST0496,Meesho,Karnataka,Bengaluru
ORD00602,2026-04-19,CUST0011,Meesho,Uttar Pradesh,Lucknow
ORD00603,2026-03-26,CUST0004,Amazon,Rajasthan,Jaipur
ORD00604,2025-03-23,CUST0397,Amazon,Telangana,Hyderabad
ORD00605,2026-05-18,CUST0404,Flipkart,Telangana,Warangal
ORD00606,2025-11-22,CUST0222,Meesho,Gujarat,Ahmedabad
ORD00607,2025-07-16,CUST0350,Meesho,Gujarat,Surat
ORD00608,2025-11-09,CUST0105,Flipkart,Rajasthan,Udaipur
ORD00609,2026-08-11,CUST0428,Flipkart,Karnataka,Mangaluru
ORD00610,2026-06-06,CUST0359,Meesho,Kerala,Kochi
ORD00611,2026-05-22,CUST0208,Flipkart,Kerala,Thiruvananthapuram
ORD00612,2025-10-09,CUST0015,Meesho,West Bengal,Kolkata
ORD00613,2026-04-22,CUST0260,Amazon,West Bengal,Kolkata
ORD00614,2025-08-23,CUST0425,Flipkart,Kerala,Thiruvananthapuram
ORD00615,2026-02-22,CUST0305,Flipkart,Kerala,Thiruvananthapuram
ORD00616,2026-01-24,CUST0055,Amazon,West Bengal,Kolkata
ORD00617,2025-06-01,CUST0490,Amazon,Delhi,New Delhi
ORD00618,2025-06-12,CUST0150,Meesho,Karnataka,Bengaluru
ORD00619,2025-02-07,CUST0152,Shopsy,Maharashtra,Mumbai
ORD00620,2025-03-26,CUST0211,Flipkart,Maharashtra,Mumbai
ORD00621,2025-09-21,CUST0230,Meesho,Maharashtra,Mumbai
ORD00622,2025-10-18,CUST0269,Flipkart,Karnataka,Mangaluru
ORD00623,2025-04-11,CUST0147,Amazon,Karnataka,Mangaluru
ORD00624,2025-09-11,CUST0500,Meesho,Tamil Nadu,Chennai
ORD00625,2026-01-03,CUST0300,Amazon,Kerala,
ORD00626,2025-05-22,CUST0129,Meesho,Delhi,New Delhi
ORD00627,2025-07-25,CUST0397,Flipkart,Rajasthan,Udaipur
ORD00628,2025-08-12,CUST0373,Flipkart,Uttar Pradesh,Noida
ORD00629,2025-11-04,CUST0403,Amazon,Telangana,
ORD00630,2025-08-11,CUST0435,Shopsy,Uttar Pradesh,Noida
ORD00631,2026-03-25,CUST0133,Amazon,Delhi,New Delhi
ORD00632,2025-07-19,CUST0387,Shopsy,Uttar Pradesh,Lucknow
ORD00633,2025-09-21,CUST0126,Amazon,Tamil Nadu,Chennai
ORD00634,2025-08-19,CUST0008,Flipkart,Telangana,Hyderabad
ORD00635,2025-04-22,CUST0254,Shopsy,Kerala,Kochi
ORD00636,2026-02-21,CUST0335,Flipkart,Kerala,Kochi
ORD00637,2025-05-24,CUST0377,Amazon,Maharashtra,Mumbai
ORD00638,2025-06-30,CUST0132,Amazon,Gujarat,Surat
ORD00639,2026-04-27,CUST0408,Amazon,Karnataka,Bengaluru
ORD00640,2026-07-31,CUST0176,Flipkart,Rajasthan,Jaipur
ORD00641,2026-02-12,CUST0149,Amazon,Kerala,Thiruvananthapuram
ORD00642,2026-07-12,CUST0209,Shopsy,Maharashtra,Nagpur
ORD00643,2026-06-04,CUST0446,Meesho,Delhi,New Delhi
ORD00644,2025-10-20,CUST0168,Amazon,Delhi,New Delhi
ORD00645,2026-04-14,CUST0423,Flipkart,Maharashtra,Pune
ORD00646,2025-07-19,CUST0440,Amazon,Rajasthan,Udaipur
ORD00647,2025-10-07,CUST0213,Flipkart,Maharashtra,Nagpur
ORD00648,2025-11-22,CUST0175,Shopsy,Karnataka,Mysuru
ORD00649,2026-08-07,CUST0394,Amazon,Tamil Nadu,Coimbatore
ORD00650,2026-05-31,CUST0024,Amazon,Tamil Nadu,Coimbatore
ORD00651,2025-10-25,CUST0123,Flipkart,Kerala,Kochi
ORD00652,2026-02-01,CUST0441,Flipkart,West Bengal,Kolkata
ORD00653,2025-05-04,CUST0378,Meesho,Uttar Pradesh,Noida
ORD00654,2026-05-05,CUST0284,Flipkart,Delhi,New Delhi
ORD00655,2025-12-03,CUST0400,Shopsy,Kerala,Thiruvananthapuram
ORD00656,2025-11-20,CUST0225,Shopsy,Gujarat,Surat
ORD00657,2026-04-11,CUST0128,Meesho,Uttar Pradesh,Lucknow
ORD00658,2026-01-20,CUST0256,Amazon,Kerala,Thiruvananthapuram
ORD00659,2025-02-14,CUST0439,Amazon,Tamil Nadu,Madurai
ORD00660,2025-06-25,CUST0316,Meesho,Rajasthan,Jaipur
ORD00661,2025-04-18,CUST0131,Amazon,Delhi,New Delhi
ORD00662,2026-03-23,CUST0495,Amazon,Maharashtra,Mumbai
ORD00663,2025-01-22,CUST0030,Meesho,Tamil Nadu,Madurai
ORD00664,2025-05-04,CUST0481,Meesho,Uttar Pradesh,Noida
ORD00665,2025-12-30,CUST0353,Amazon,Delhi,New Delhi
ORD00666,2026-02-27,CUST0419,Shopsy,Delhi,New Delhi
ORD00667,2025-11-03,CUST0464,Shopsy,Gujarat,Surat
ORD00668,2026-06-08,CUST0005,Amazon,Karnataka,Bengaluru
ORD00669,2026-07-13,CUST0273,Meesho,Maharashtra,Pune
ORD00670,2025-03-22,CUST0008,Amazon,Tamil Nadu,Chennai
ORD00671,2026-08-03,CUST0011,Amazon,Maharashtra,Mumbai
ORD00672,2026-01-09,CUST0128,Shopsy,West Bengal,Kolkata
ORD00673,2026-01-22,CUST0031,Flipkart,Gujarat,Ahmedabad
ORD00674,2025-02-27,CUST0073,Amazon,Delhi,New Delhi
ORD00675,2026-01-14,CUST0279,Flipkart,West Bengal,Kolkata
ORD00676,2026-03-18,CUST0065,Amazon,Telangana,Warangal
ORD00677,2025-12-20,CUST0313,Flipkart,West Bengal,Kolkata
ORD00678,2025-02-21,CUST0143,Flipkart,Delhi,New Delhi
ORD00679,2025-11-15,CUST0381,Amazon,Rajasthan,Udaipur
ORD00680,2026-07-24,CUST0036,Meesho,West Bengal,Kolkata
ORD00681,2026-03-16,CUST0353,Amazon,Rajasthan,Udaipur
ORD00682,2025-03-25,CUST0469,Amazon,Delhi,New Delhi
ORD00683,2026-08-07,CUST0302,Amazon,Delhi,New Delhi
ORD00684,2026-08-06,CUST0218,Meesho,Delhi,New Delhi
ORD00685,2025-04-13,CUST0005,Meesho,Kerala,Kochi
ORD00686,2026-05-02,CUST0003,Flipkart,Gujarat,Ahmedabad
ORD00687,2025-09-05,CUST0234,Flipkart,West Bengal,Kolkata
ORD00688,2025-12-27,CUST0078,Amazon,Delhi,New Delhi
ORD00689,2025-09-28,CUST0357,Flipkart,Delhi,New Delhi
ORD00690,2026-04-21,CUST0494,Meesho,Karnataka,Mysuru
ORD00691,2026-08-29,CUST0357,Flipkart,Kerala,Thiruvananthapuram
ORD00692,2026-04-29,CUST0201,Amazon,Telangana,Hyderabad
ORD00693,2026-07-21,CUST0053,Flipkart,Rajasthan,Udaipur
ORD00694,2026-07-30,CUST0264,Shopsy,Karnataka,Mangaluru
ORD00695,2025-02-24,CUST0142,Shopsy,Delhi,New Delhi
ORD00696,2025-06-04,CUST0461,Flipkart,Maharashtra,Mumbai
ORD00697,2026-03-15,CUST0434,Flipkart,Tamil Nadu,Madurai
ORD00698,2025-12-25,CUST0281,Flipkart,Tamil Nadu,Chennai
ORD00699,2025-01-31,CUST0266,Flipkart,West Bengal,Kolkata
ORD00700,2025-02-27,CUST0249,Amazon,Karnataka,Mysuru
ORD00701,2025-11-13,CUST0400,Flipkart,West Bengal,Kolkata
ORD00702,2026-01-10,CUST0163,Amazon,Uttar Pradesh,Lucknow
ORD00703,2025-04-12,CUST0046,Shopsy,Tamil Nadu,Madurai
ORD00704,2025-04-15,CUST0035,Flipkart,Rajasthan,Jaipur
ORD00705,2025-03-20,CUST0054,Flipkart,Uttar Pradesh,Kanpur
ORD00706,2025-12-10,CUST0348,Amazon,Maharashtra,Mumbai
ORD00707,2025-01-05,CUST0315,Amazon,Delhi,New Delhi
ORD00708,2025-12-15,CUST0102,Amazon,West Bengal,Kolkata
ORD00709,2025-10-17,CUST0027,Flipkart,Telangana,Hyderabad
ORD00710,2025-10-11,CUST0111,Flipkart,Karnataka,Mysuru
ORD00711,2026-02-17,CUST0490,Flipkart,Uttar Pradesh,Kanpur
ORD00712,2025-11-14,CUST0424,Amazon,Tamil Nadu,Chennai
ORD00713,2026-03-19,CUST0134,Meesho,Maharashtra,Mumbai
ORD00714,2026-04-10,CUST0121,Flipkart,Delhi,New Delhi
ORD00715,2026-07-14,CUST0081,Flipkart,Delhi,New Delhi
ORD00716,2026-05-01,CUST0465,Amazon,Maharashtra,Mumbai
ORD00717,2025-11-11,CUST0126,Flipkart,Gujarat,Surat
ORD00718,2025-10-27,CUST0452,Meesho,Telangana,Hyderabad
ORD00719,2025-05-24,CUST0301,Meesho,West Bengal,Kolkata
ORD00720,2025-12-31,CUST0387,Flipkart,Telangana,Warangal
ORD00721,2025-03-26,CUST0157,Meesho,Telangana,Warangal
ORD00722,2026-07-21,CUST0337,Amazon,Gujarat,Surat
ORD00723,2026-05-29,CUST0221,Meesho,Telangana,Hyderabad
ORD00724,2025-03-14,CUST0156,Amazon,Telangana,Warangal
ORD00725,2026-04-23,CUST0105,Flipkart,Rajasthan,Jaipur
ORD00726,2025-03-13,CUST0141,Meesho,West Bengal,Kolkata
ORD00727,2026-03-15,CUST0324,Flipkart,Delhi,New Delhi
ORD00728,2025-02-23,CUST0079,Flipkart,Gujarat,Ahmedabad
ORD00729,2025-10-24,CUST0365,Amazon,Tamil Nadu,Chennai
ORD00730,2026-02-04,CUST0270,Flipkart,Uttar Pradesh,Lucknow
ORD00731,2026-03-20,CUST0051,Meesho,Maharashtra,Pune
ORD00732,2025-09-12,CUST0075,Flipkart,Tamil Nadu,Chennai
ORD00733,2026-07-15,CUST0330,Flipkart,Tamil Nadu,Coimbatore
ORD00734,2026-04-16,CUST0048,Meesho,Uttar Pradesh,Kanpur
ORD00735,2025-05-07,CUST0260,Amazon,Uttar Pradesh,Noida
ORD00736,2026-02-13,CUST0434,Amazon,Telangana,Warangal
ORD00737,2026-03-21,CUST0275,Shopsy,Delhi,New Delhi
ORD00738,2025-07-22,CUST0077,Flipkart,Uttar Pradesh,Noida
ORD00739,2026-03-25,CUST0366,Flipkart,West Bengal,Kolkata
ORD00740,2026-07-01,CUST0255,Amazon,Gujarat,Ahmedabad
ORD00741,2026-05-12,CUST0355,Meesho,Kerala,Thiruvananthapuram
ORD00742,2026-04-09,CUST0214,Flipkart,Karnataka,Mysuru
ORD00743,2026-01-21,CUST0039,Flipkart,Karnataka,Mangaluru
ORD00744,2025-06-14,CUST0269,Flipkart,Delhi,New Delhi
ORD00745,2026-04-29,CUST0004,Shopsy,Gujarat,Ahmedabad
ORD00746,2025-08-10,CUST0333,Amazon,Delhi,
ORD00747,2025-11-20,CUST0320,Amazon,Telangana,Hyderabad
ORD00748,2025-07-11,CUST0230,Shopsy,West Bengal,Kolkata
ORD00749,2025-07-10,CUST0148,Meesho,Uttar Pradesh,Lucknow
ORD00750,2025-04-06,CUST0467,Shopsy,West Bengal,Kolkata
ORD00751,2026-08-08,CUST0350,Flipkart,Maharashtra,Nagpur
ORD00752,2025-03-31,CUST0053,Amazon,Kerala,Thiruvananthapuram
