Order_ID,Line_Item,Product,Category,Quantity,Selling_Price,Unit_Cost
ORD00291,1,Men's Jeans,Clothing,1,999,570
ORD00292,1,Backpack,Accessories,2,917,480
ORD00292,2,Water Bottle,Home & Kitchen,5,407,180
ORD00293,1,Bedsheet,Home & Kitchen,5,1019,560
ORD00293,2,Bluetooth Earbuds,Electronics,2,1631,950
ORD00294,1,Water Bottle,Home & Kitchen,1,407,180
ORD00295,1,Bluetooth Earbuds,Electronics,3,1599,950
ORD00296,1,Power Bank,Electronics,4,939,580
ORD00297,1,Backpack,Accessories,5,899,480
ORD00297,2,Men's Sneakers,Footwear,1,1299,780
ORD00298,1,Women's Kurti,Clothing,4,815,430
ORD00299,1,Men's Shirt,Clothing,5,671,350
ORD00299,2,Women's Kurti,Clothing,4,767,430
ORD00300,1,Sunglasses,Accessories,1,611,260
ORD00300,2,Men's Watch,Accessories,2,1529,850
ORD00301,1,Men's Watch,Accessories,1,1439,850
ORD00302,1,Men's Shirt,Clothing,3,713,350
ORD00303,1,Backpack,Accessories,2,845,480
ORD00304,1,Men's Wallet,Accessories,4,299,120
ORD00304,2,Men's T-Shirt,Clothing,1,499,280
ORD00304,3,Smartphone,Electronics,1,14999,12500
ORD00305,1,Men's Sneakers,Footwear,1,1299,780
ORD00306,1,Men's Watch,Accessories,1,1529,850
ORD00307,1,Bedsheet,Home & Kitchen,1,999,560
ORD00307,2,Men's Sneakers,Footwear,4,1299,780
ORD00308,1,Men's Shirt,Clothing,1,699,350
ORD00308,2,Power Bank,Electronics,3,999,580
ORD00309,1,Men's T-Shirt,Clothing,5,499,280
ORD00309,2,Smartphone,Electronics,3,14999,12500
ORD00310,1,Power Bank,Electronics,3,1019,580
ORD00310,2,Women's Sandals,Footwear,4,917,500
ORD00311,1,Men's T-Shirt,Clothing,5,479,280
ORD00312,1,Smartphone,Electronics,4,14099,12500
ORD00313,1,Bluetooth Earbuds,Electronics,3,1535,950
ORD00313,2,Women's Sandals,Footwear,3,863,500
ORD00313,3,Men's T-Shirt,Clothing,1,479,280
ORD00314,1,Men's Shirt,Clothing,3,671,350
ORD00315,1,Men's Jeans,Clothing,5,1019,570
ORD00316,1,Power Bank,Electronics,5,1019,580
ORD00317,1,Backpack,Accessories,3,899,480
ORD00318,1,Water Bottle,Home & Kitchen,5,399,180
ORD00318,2,Coffee Mug,Home & Kitchen,1,299,110
ORD00318,3,Women's Kurti,Clothing,3,799,430
ORD00319,1,Women's Sandals,Footwear,3,845,500
ORD00320,1,Women's Kurti,Clothing,1,815,430
ORD00321,1,Men's Watch,Accessories,3,1529,850
ORD00321,2,Bluetooth Earbuds,Electronics,4,1631,950
ORD00322,1,Men's Sneakers,Footwear,4,1299,780
ORD00323,1,Water Bottle,Home & Kitchen,1,399,180
ORD00324,1,Women's Sandals,Footwear,4,863,500
ORD00325,1,Power Bank,Electronics,2,1019,580
ORD00325,2,Women's Kurti,Clothing,5,815,430
ORD00325,3,Bluetooth Earbuds,Electronics,5,1631,950
ORD00326,1,Power Bank,Electronics,4,939,580
ORD00327,1,Backpack,Accessories,5,917,480
ORD00328,1,Men's T-Shirt,Clothing,1,499,280
ORD00329,1,Women's Kurti,Clothing,5,815,430
ORD00329,2,Men's Shirt,Clothing,1,713,350
ORD00329,3,Power Bank,Electronics,2,1019,580
ORD00330,1,Men's Wallet,Accessories,5,299,120
ORD00331,1,Women's Kurti,Clothing,2,815,430
ORD00331,2,Men's T-Shirt,Clothing,4,509,280
ORD00332,1,Power Bank,Electronics,2,959,580
ORD00332,2,Backpack,Accessories,1,863,480
ORD00333,1,Coffee Mug,Home & Kitchen,1,281,110
ORD00334,1,Men's Sneakers,Footwear,5,1221,780
ORD00334,2,Power Bank,Electronics,3,939,580
ORD00335,1,Men's Shirt,Clothing,2,657,350
ORD00336,1,Power Bank,Electronics,4,1019,580
ORD00336,2,Smartphone,Electronics,3,15299,12500
ORD00337,1,Men's T-Shirt,Clothing,3,509,280
ORD00337,2,Women's Sandals,Footwear,2,917,500
ORD00337,3,Smartphone,Electronics,5,15299,12500
ORD00338,1,Men's Sneakers,Footwear,5,1247,780
ORD00339,1,Men's T-Shirt,Clothing,3,509,280
ORD00339,2,Men's Watch,Accessories,2,1529,850
ORD00340,1,Sunglasses,Accessories,3,611,260
ORD00341,1,Bluetooth Earbuds,Electronics,5,1503,950
ORD00342,1,Men's Jeans,Clothing,1,959,570
ORD00342,2,Bedsheet,Home & Kitchen,2,959,560
ORD00342,3,Coffee Mug,Home & Kitchen,5,287,110
ORD00343,1,Women's Sandals,Footwear,4,917,500
ORD00343,2,Water Bottle,Home & Kitchen,2,407,180
ORD00343,3,Men's Shirt,Clothing,1,713,350
ORD00344,1,Backpack,Accessories,3,845,480
ORD00345,1,Men's Wallet,Accessories,5,281,120
ORD00346,1,Men's Shirt,Clothing,3,713,350
ORD00347,1,Power Bank,Electronics,1,999,580
ORD00348,1,Women's Kurti,Clothing,1,799,430
ORD00348,2,Men's Watch,Accessories,5,1499,850
ORD00348,3,Smartphone,Electronics,1,14999,12500
ORD00349,1,Women's Sandals,Footwear,2,863,500
ORD00350,1,Women's Kurti,Clothing,3,799,430
ORD00351,1,Sunglasses,Accessories,1,563,260
ORD00351,2,Men's Shirt,Clothing,4,657,350
ORD00352,1,Smartphone,Electronics,5,14099,12500
ORD00353,1,Water Bottle,Home & Kitchen,2,383,180
ORD00354,1,Water Bottle,Home & Kitchen,1,399,180
ORD00355,1,Women's Kurti,Clothing,4,815,430
ORD00355,2,Women's Sandals,Footwear,2,917,500
ORD00356,1,Power Bank,Electronics,3,999,580
ORD00357,1,Bedsheet,Home & Kitchen,3,999,560
ORD00357,2,Women's Kurti,Clothing,1,799,430
ORD00358,1,Men's Wallet,Accessories,3,305,120
ORD00358,2,Bedsheet,Home & Kitchen,5,1019,560
ORD00359,1,Men's T-Shirt,Clothing,4,509,280
ORD00359,2,Men's Jeans,Clothing,1,1019,570
ORD00360,1,Sunglasses,Accessories,3,575,260
ORD00360,2,Coffee Mug,Home & Kitchen,4,287,110
ORD00361,1,Men's Shirt,Clothing,3,671,350
ORD00362,1,Men's Wallet,Accessories,1,287,120
ORD00362,2,Men's Watch,Accessories,5,1439,850
ORD00363,1,Men's Shirt,Clothing,4,713,350
ORD00363,2,Men's Watch,Accessories,4,1529,850
ORD00364,1,Sunglasses,Accessories,2,611,260
ORD00364,2,Men's Jeans,Clothing,4,1019,570
ORD00364,3,Bluetooth Earbuds,Electronics,2,1631,950
ORD00365,1,Coffee Mug,Home & Kitchen,5,281,110
ORD00365,2,Men's T-Shirt,Clothing,4,469,280
ORD00366,1,Women's Kurti,Clothing,3,751,430
ORD00367,1,Men's Wallet,Accessories,3,305,120
ORD00367,2,Backpack,Accessories,4,917,480
ORD00368,1,Men's Wallet,Accessories,1,305,120
ORD00369,1,Men's Jeans,Clothing,1,1019,570
ORD00370,1,Coffee Mug,Home & Kitchen,4,287,110
ORD00370,2,Men's Shirt,Clothing,1,671,350
ORD00370,3,Men's T-Shirt,Clothing,2,479,280
ORD00371,1,Women's Kurti,Clothing,1,815,430
ORD00372,1,Men's Wallet,Accessories,2,299,120
ORD00373,1,Power Bank,Electronics,2,999,580
ORD00374,1,Women's Sandals,Footwear,4,899,500
ORD00374,2,Men's Shirt,Clothing,1,699,350
ORD00375,1,Men's T-Shirt,Clothing,5,509,280
ORD00375,2,Men's Shirt,Clothing,4,713,350
ORD00376,1,Backpack,Accessories,3,917,480
ORD00376,2,Men's T-Shirt,Clothing,3,509,280
ORD00376,3,Water Bottle,Home & Kitchen,4,407,180
ORD00377,1,Men's T-Shirt,Clothing,3,469,280
ORD00378,1,Men's T-Shirt,Clothing,3,509,280
ORD00378,2,Coffee Mug,Home & Kitchen,1,305,110
ORD00379,1,Water Bottle,Home & Kitchen,1,375,180
ORD00379,2,Women's Kurti,Clothing,2,751,430
ORD00380,1,Power Bank,Electronics,2,999,580
ORD00381,1,Smartphone,Electronics,5,14999,12500
ORD00382,1,Water Bottle,Home & Kitchen,2,407,180
ORD00382,2,Coffee Mug,Home & Kitchen,3,305,110
ORD00383,1,Smartphone,Electronics,1,15299,12500
ORD00384,1,Men's Shirt,Clothing,5,657,350
ORD00385,1,Men's T-Shirt,Clothing,1,499,280
ORD00385,2,Men's Sneakers,Footwear,5,1299,780
ORD00386,1,Men's Wallet,Accessories,3,305,120
ORD00387,1,Power Bank,Electronics,2,939,580
ORD00387,2,Men's Watch,Accessories,5,1409,850
ORD00388,1,Water Bottle,Home & Kitchen,2,399,180
ORD00389,1,Men's Wallet,Accessories,3,281,120
ORD00389,2,Women's Kurti,Clothing,2,751,430
ORD00389,3,Coffee Mug,Home & Kitchen,1,281,110
ORD00390,1,Water Bottle,Home & Kitchen,5,399,180
ORD00391,1,Men's Shirt,Clothing,5,713,350
ORD00391,2,Smartphone,Electronics,5,15299,12500
ORD00392,1,Smartphone,Electronics,5,14099,12500
ORD00392,2,Women's Kurti,Clothing,4,751,430
ORD00392,3,Backpack,Accessories,5,845,480
ORD00393,1,Bedsheet,Home & Kitchen,1,939,560
ORD00394,1,Power Bank,Electronics,3,999,580
ORD00394,2,Men's Wallet,Accessories,1,299,120
ORD00395,1,Water Bottle,Home & Kitchen,3,399,180
ORD00396,1,Sunglasses,Accessories,4,599,260
ORD00396,2,Power Bank,Electronics,4,999,580
ORD00397,1,Sunglasses,Accessories,1,563,260
ORD00397,2,Bedsheet,Home & Kitchen,4,939,560
ORD00398,1,Coffee Mug,Home & Kitchen,4,305,110
ORD00398,2,Water Bottle,Home & Kitchen,2,407,180
ORD00399,1,Power Bank,Electronics,5,1019,580
ORD00400,1,Women's Sandals,Footwear,4,899,500
ORD00401,1,Backpack,Accessories,2,863,480
ORD00401,2,Women's Sandals,Footwear,2,863,500
ORD00402,1,Women's Sandals,Footwear,5,917,500
ORD00403,1,Women's Sandals,Footwear,5,917,500
ORD00403,2,Women's Kurti,Clothing,2,815,430
ORD00403,3,Men's Shirt,Clothing,5,713,350
ORD00404,1,Water Bottle,Home & Kitchen,1,407,180
ORD00404,2,Bedsheet,Home & Kitchen,1,1019,560
ORD00404,3,Backpack,Accessories,5,917,480
ORD00405,1,Men's Watch,Accessories,4,1499,850
ORD00405,2,Sunglasses,Accessories,3,599,260
ORD00405,3,Women's Kurti,Clothing,1,799,430
ORD00406,1,Water Bottle,Home & Kitchen,4,383,180
ORD00407,1,Coffee Mug,Home & Kitchen,4,287,110
ORD00407,2,Men's T-Shirt,Clothing,4,479,280
ORD00408,1,Men's Sneakers,Footwear,1,1299,780
ORD00409,1,Men's T-Shirt,Clothing,2,469,280
ORD00410,1,Men's Wallet,Accessories,3,305,120
ORD00411,1,Men's Jeans,Clothing,5,999,570
ORD00411,2,Men's Wallet,Accessories,5,299,120
ORD00411,3,Bedsheet,Home & Kitchen,5,999,560
ORD00412,1,Men's Watch,Accessories,1,1499,850
ORD00412,2,Power Bank,Electronics,1,999,580
ORD00413,1,Men's Wallet,Accessories,2,281,120
ORD00414,1,Men's Wallet,Accessories,3,299,120
ORD00415,1,Bedsheet,Home & Kitchen,4,999,560
ORD00415,2,Women's Sandals,Footwear,2,899,500
ORD00415,3,Men's T-Shirt,Clothing,5,499,280
ORD00416,1,Bluetooth Earbuds,Electronics,4,1599,950
ORD00417,1,Women's Kurti,Clothing,5,751,430
ORD00417,2,Men's Sneakers,Footwear,1,1221,780
ORD00417,3,Men's T-Shirt,Clothing,5,469,280
ORD00418,1,Women's Kurti,Clothing,4,751,430
ORD00418,2,Backpack,Accessories,2,845,480
ORD00419,1,Bluetooth Earbuds,Electronics,1,1631,950
ORD00420,1,Power Bank,Electronics,2,999,580
ORD00420,2,Men's Watch,Accessories,3,1499,850
ORD00421,1,Men's Shirt,Clothing,1,657,350
ORD00421,2,Water Bottle,Home & Kitchen,2,375,180
ORD00421,3,Men's Jeans,Clothing,5,939,570
ORD00422,1,Sunglasses,Accessories,3,611,260
ORD00423,1,Men's Shirt,Clothing,3,713,350
ORD00424,1,Smartphone,Electronics,2,14399,12500
ORD00424,2,Men's Shirt,Clothing,4,671,350
ORD00425,1,Bedsheet,Home & Kitchen,5,999,560
ORD00425,2,Water Bottle,Home & Kitchen,4,399,180
ORD00425,3,Backpack,Accessories,3,899,480
ORD00426,1,Men's Shirt,Clothing,1,657,350
ORD00427,1,Men's T-Shirt,Clothing,2,509,280
ORD00427,2,Sunglasses,Accessories,5,611,260
ORD00428,1,Men's Sneakers,Footwear,3,1299,780
ORD00428,2,Men's Shirt,Clothing,2,699,350
ORD00429,1,Smartphone,Electronics,2,14099,12500
ORD00429,2,Women's Sandals,Footwear,2,845,500
ORD00429,3,Coffee Mug,Home & Kitchen,3,281,110
ORD00430,1,Women's Sandals,Footwear,1,899,500
ORD00430,2,Backpack,Accessories,2,899,480
ORD00431,1,Men's Watch,Accessories,3,1529,850
ORD00431,2,Water Bottle,Home & Kitchen,4,407,180
ORD00432,1,Men's Watch,Accessories,4,1499,850
ORD00433,1,Bluetooth Earbuds,Electronics,5,1631,950
ORD00433,2,Water Bottle,Home & Kitchen,3,407,180
ORD00434,1,Bluetooth Earbuds,Electronics,4,1631,950
ORD00434,2,Men's Sneakers,Footwear,1,1325,780
ORD00434,3,Coffee Mug,Home & Kitchen,5,305,110
ORD00435,1,Power Bank,Electronics,3,999,580
ORD00435,2,Women's Sandals,Footwear,5,899,500
ORD00436,1,Smartphone,Electronics,2,14999,12500
ORD00436,2,Men's Shirt,Clothing,5,699,350
ORD00437,1,Men's Jeans,Clothing,3,999,570
ORD00437,2,Women's Kurti,Clothing,5,799,430
ORD00438,1,Men's Watch,Accessories,4,1529,850
ORD00438,2,Women's Sandals,Footwear,3,917,500
ORD00439,1,Men's Sneakers,Footwear,3,1299,780
ORD00440,1,Power Bank,Electronics,2,999,580
ORD00440,2,Bluetooth Earbuds,Electronics,4,1599,950
ORD00441,1,Sunglasses,Accessories,4,611,260
ORD00442,1,Men's Jeans,Clothing,3,1019,570
ORD00442,2,Bluetooth Earbuds,Electronics,3,1631,950
ORD00443,1,Coffee Mug,Home & Kitchen,1,299,110
ORD00443,2,Women's Kurti,Clothing,5,799,430
ORD00443,3,Men's Watch,Accessories,5,1499,850
ORD00444,1,Bedsheet,Home & Kitchen,2,999,560
ORD00444,2,Power Bank,Electronics,4,999,580
ORD00444,3,Bluetooth Earbuds,Electronics,5,1599,950
ORD00445,1,Women's Sandals,Footwear,4,899,500
ORD00445,2,Women's Kurti,Clothing,5,799,430
ORD00445,3,Men's Sneakers,Footwear,5,1299,780
ORD00446,1,Men's T-Shirt,Clothing,5,509,280
ORD00447,1,Women's Sandals,Footwear,3,899,500
ORD00447,2,Men's Wallet,Accessories,5,299,120
ORD00447,3,Men's T-Shirt,Clothing,5,499,280
ORD00448,1,Men's Sneakers,Footwear,4,1299,780
ORD00449,1,Backpack,Accessories,5,917,480
ORD00450,1,Men's T-Shirt,Clothing,2,509,280
ORD00450,2,Women's Sandals,Footwear,3,917,500
ORD00451,1,Power Bank,Electronics,3,1019,580
ORD00451,2,Women's Kurti,Clothing,5,815,430
ORD00452,1,Smartphone,Electronics,5,15299,12500
ORD00453,1,Smartphone,Electronics,5,15299,12500
ORD00453,2,Men's Jeans,Clothing,1,1019,570
ORD00454,1,Coffee Mug,Home & Kitchen,4,281,110
ORD00454,2,Men's Shirt,Clothing,5,657,350
ORD00454,3,Sunglasses,Accessories,5,563,260
ORD00455,1,Men's Wallet,Accessories,5,281,120
ORD00455,2,Bluetooth Earbuds,Electronics,4,1503,950
ORD00456,1,Backpack,Accessories,1,917,480
ORD00456,2,Coffee Mug,Home & Kitchen,4,305,110
ORD00457,1,Men's Sneakers,Footwear,4,1247,780
ORD00458,1,Sunglasses,Accessories,4,611,260
ORD00458,2,Women's Sandals,Footwear,3,917,500
ORD00459,1,Men's Shirt,Clothing,4,713,350
ORD00460,1,Women's Kurti,Clothing,4,799,430
ORD00461,1,Coffee Mug,Home & Kitchen,2,281,110
ORD00461,2,Backpack,Accessories,3,845,480
ORD00462,1,Bedsheet,Home & Kitchen,5,939,560
ORD00463,1,Men's Sneakers,Footwear,2,1299,780
ORD00463,2,Backpack,Accessories,5,899,480
ORD00463,3,Bluetooth Earbuds,Electronics,1,1599,950
ORD00464,1,Men's Shirt,Clothing,2,713,350
ORD00464,2,Sunglasses,Accessories,4,611,260
ORD00465,1,Bedsheet,Home & Kitchen,2,1019,560
ORD00465,2,Men's T-Shirt,Clothing,4,509,280
ORD00465,3,Men's Jeans,Clothing,3,1019,570
ORD00466,1,Men's Sneakers,Footwear,2,1299,780
ORD00466,2,Smartphone,Electronics,3,14999,12500
ORD00467,1,Sunglasses,Accessories,5,611,260
ORD00467,2,Men's T-Shirt,Clothing,5,509,280
ORD00468,1,Women's Kurti,Clothing,5,799,430
ORD00469,1,Men's Watch,Accessories,4,1529,850
ORD00469,2,Backpack,Accessories,4,917,480
ORD00469,3,Men's Wallet,Accessories,2,305,120
ORD00470,1,Backpack,Accessories,2,845,480
ORD00471,1,Men's Wallet,Accessories,3,281,120
ORD00472,1,Women's Sandals,Footwear,3,917,500
ORD00473,1,Bluetooth Earbuds,Electronics,2,1631,950
ORD00473,2,Men's Wallet,Accessories,2,305,120
ORD00474,1,Backpack,Accessories,4,845,480
ORD00475,1,Women's Kurti,Clothing,4,751,430
ORD00476,1,Women's Kurti,Clothing,1,799,430
ORD00476,2,Women's Sandals,Footwear,3,899,500
ORD00477,1,Bluetooth Earbuds,Electronics,3,1631,950
ORD00478,1,Men's Watch,Accessories,1,1529,850
ORD00478,2,Water Bottle,Home & Kitchen,3,407,180
ORD00479,1,Men's Sneakers,Footwear,1,1325,780
ORD00480,1,Men's Shirt,Clothing,1,699,350
ORD00481,1,Men's Watch,Accessories,3,1499,850
ORD00482,1,Men's Shirt,Clothing,1,713,350
ORD00482,2,Power Bank,Electronics,5,1019,580
ORD00482,3,Women's Sandals,Footwear,5,917,500
ORD00483,1,Men's Shirt,Clothing,2,699,350
ORD00483,2,Bluetooth Earbuds,Electronics,5,1599,950
ORD00483,3,Men's Wallet,Accessories,4,299,120
ORD00484,1,Men's Jeans,Clothing,2,999,570
ORD00484,2,Men's Sneakers,Footwear,4,1299,780
ORD00484,3,Men's Wallet,Accessories,4,299,120
ORD00485,1,Women's Sandals,Footwear,1,917,500
ORD00485,2,Backpack,Accessories,3,917,480
ORD00485,3,Sunglasses,Accessories,3,611,260
ORD00486,1,Water Bottle,Home & Kitchen,2,399,180
ORD00487,1,Power Bank,Electronics,1,1019,580
ORD00487,2,Bedsheet,Home & Kitchen,5,1019,560
ORD00488,1,Sunglasses,Accessories,2,611,260
ORD00489,1,Women's Sandals,Footwear,4,899,500
ORD00490,1,Bluetooth Earbuds,Electronics,4,1631,950
ORD00490,2,Coffee Mug,Home & Kitchen,4,305,110
ORD00491,1,Coffee Mug,Home & Kitchen,2,305,110
ORD00492,1,Men's Shirt,Clothing,4,671,350
ORD00492,2,Women's Kurti,Clothing,2,767,430
ORD00492,3,Water Bottle,Home & Kitchen,4,383,180
ORD00493,1,Men's T-Shirt,Clothing,5,509,280
ORD00493,2,Bedsheet,Home & Kitchen,5,1019,560
ORD00494,1,Coffee Mug,Home & Kitchen,4,305,110
ORD00495,1,Women's Sandals,Footwear,4,917,500
ORD00495,2,Men's T-Shirt,Clothing,5,509,280
ORD00496,1,Power Bank,Electronics,3,959,580
ORD00497,1,Water Bottle,Home & Kitchen,2,399,180
ORD00498,1,Women's Kurti,Clothing,4,815,430
ORD00499,1,Water Bottle,Home & Kitchen,4,383,180
ORD00499,2,Men's Wallet,Accessories,4,287,120
ORD00500,1,Sunglasses,Accessories,5,575,260
ORD00501,1,Men's Shirt,Clothing,4,699,350
ORD00502,1,Men's Jeans,Clothing,5,999,570
ORD00502,2,Sunglasses,Accessories,5,599,260
ORD00502,3,Women's Kurti,Clothing,1,799,430
ORD00503,1,Men's Watch,Accessories,5,1499,850
ORD00504,1,Bluetooth Earbuds,Electronics,3,1631,950
ORD00504,2,Men's Shirt,Clothing,3,713,350
ORD00504,3,Sunglasses,Accessories,2,611,260
ORD00505,1,Sunglasses,Accessories,1,611,260
ORD00505,2,Bedsheet,Home & Kitchen,2,1019,560
ORD00506,1,Coffee Mug,Home & Kitchen,3,305,110
ORD00507,1,Power Bank,Electronics,3,1019,580
ORD00507,2,Bedsheet,Home & Kitchen,2,1019,560
ORD00507,3,Sunglasses,Accessories,3,611,260
ORD00508,1,Men's Watch,Accessories,1,1409,850
ORD00508,2,Men's Shirt,Clothing,2,657,350
ORD00509,1,Sunglasses,Accessories,3,611,260
ORD00509,2,Smartphone,Electronics,4,15299,12500
ORD00509,3,Men's T-Shirt,Clothing,2,509,280
ORD00510,1,Bedsheet,Home & Kitchen,1,1019,560
ORD00511,1,Men's Jeans,Clothing,3,1019,570
ORD00512,1,Men's Watch,Accessories,4,1499,850
ORD00512,2,Sunglasses,Accessories,2,599,260
ORD00512,3,Power Bank,Electronics,5,999,580
ORD00513,1,Women's Kurti,Clothing,1,751,430
ORD00513,2,Power Bank,Electronics,5,939,580
ORD00513,3,Bedsheet,Home & Kitchen,4,939,560
ORD00514,1,Men's Watch,Accessories,4,1499,850
ORD00515,1,Women's Kurti,Clothing,3,815,430
ORD00516,1,Men's Sneakers,Footwear,3,1325,780
ORD00516,2,Men's Shirt,Clothing,4,713,350
ORD00516,3,Women's Sandals,Footwear,1,917,500
ORD00517,1,Backpack,Accessories,5,899,480
ORD00518,1,Bluetooth Earbuds,Electronics,4,1503,950
ORD00518,2,Men's T-Shirt,Clothing,1,469,280
ORD00518,3,Water Bottle,Home & Kitchen,4,375,180
ORD00519,1,Women's Kurti,Clothing,4,815,430
ORD00520,1,Coffee Mug,Home & Kitchen,2,281,110
ORD00521,1,Water Bottle,Home & Kitchen,1,399,180
ORD00521,2,Men's Wallet,Accessories,5,299,120
ORD00522,1,Coffee Mug,Home & Kitchen,1,287,110
ORD00523,1,Men's Jeans,Clothing,1,999,570
ORD00524,1,Men's Sneakers,Footwear,4,1325,780
ORD00524,2,Sunglasses,Accessories,3,611,260
ORD00524,3,Power Bank,Electronics,2,1019,580
ORD00525,1,Men's Sneakers,Footwear,4,1325,780
ORD00525,2,Bluetooth Earbuds,Electronics,3,1631,950
ORD00525,3,Women's Kurti,Clothing,4,815,430
ORD00526,1,Smartphone,Electronics,4,14999,12500
ORD00527,1,Coffee Mug,Home & Kitchen,2,305,110
ORD00528,1,Bluetooth Earbuds,Electronics,1,1599,950
ORD00529,1,Bedsheet,Home & Kitchen,3,1019,560
ORD00529,2,Bluetooth Earbuds,Electronics,2,1631,950
ORD00530,1,Power Bank,Electronics,3,1019,580
ORD00531,1,Smartphone,Electronics,1,15299,12500
ORD00532,1,Bedsheet,Home & Kitchen,1,1019,560
ORD00533,1,Power Bank,Electronics,1,999,580
ORD00534,1,Men's T-Shirt,Clothing,1,509,280
ORD00535,1,Men's Jeans,Clothing,3,1019,570
ORD00536,1,Men's Watch,Accessories,4,1529,850
ORD00536,2,Water Bottle,Home & Kitchen,5,407,180
ORD00537,1,Sunglasses,Accessories,4,611,260
ORD00537,2,Men's Shirt,Clothing,2,713,350
ORD00538,1,Sunglasses,Accessories,4,611,260
ORD00538,2,Men's Sneakers,Footwear,4,1325,780
ORD00539,1,Men's T-Shirt,Clothing,5,479,280
ORD00539,2,Women's Sandals,Footwear,4,863,500
ORD00540,1,Smartphone,Electronics,5,14999,12500
ORD00540,2,Coffee Mug,Home & Kitchen,3,299,110
ORD00541,1,Bedsheet,Home & Kitchen,4,1019,560
ORD00542,1,Men's Sneakers,Footwear,1,1325,780
ORD00543,1,Power Bank,Electronics,2,999,580
ORD00544,1,Backpack,Accessories,1,899,480
ORD00544,2,Men's Shirt,Clothing,3,699,350
ORD00545,1,Water Bottle,Home & Kitchen,3,383,180
ORD00545,2,Power Bank,Electronics,5,959,580
ORD00546,1,Women's Kurti,Clothing,1,815,430
ORD00547,1,Coffee Mug,Home & Kitchen,3,299,110
ORD00547,2,Smartphone,Electronics,4,14999,12500
ORD00548,1,Water Bottle,Home & Kitchen,1,399,180
ORD00548,2,Men's T-Shirt,Clothing,2,499,280
ORD00549,1,Power Bank,Electronics,1,939,580
ORD00549,2,Men's Sneakers,Footwear,4,1221,780
ORD00550,1,Bluetooth Earbuds,Electronics,2,1631,950
ORD00551,1,Men's Jeans,Clothing,3,999,570
ORD00552,1,Men's Watch,Accessories,5,1529,850
ORD00553,1,Bluetooth Earbuds,Electronics,5,1599,950
ORD00554,1,Men's Jeans,Clothing,1,959,570
ORD00555,1,Coffee Mug,Home & Kitchen,3,299,110
ORD00555,2,Sunglasses,Accessories,1,599,260
ORD00556,1,Men's T-Shirt,Clothing,1,509,280
ORD00556,2,Bluetooth Earbuds,Electronics,1,1631,950
ORD00556,3,Men's Wallet,Accessories,5,305,120
ORD00557,1,Men's Shirt,Clothing,1,713,350
ORD00558,1,Water Bottle,Home & Kitchen,2,407,180
ORD00559,1,Bedsheet,Home & Kitchen,1,1019,560
ORD00559,2,Women's Sandals,Footwear,5,917,500
ORD00560,1,Bluetooth Earbuds,Electronics,3,1503,950
ORD00560,2,Sunglasses,Accessories,5,563,260
ORD00561,1,Bedsheet,Home & Kitchen,1,999,560
ORD00562,1,Men's Sneakers,Footwear,1,1325,780
ORD00563,1,Bluetooth Earbuds,Electronics,1,1599,950
ORD00564,1,Men's Watch,Accessories,2,1529,850
ORD00565,1,Women's Kurti,Clothing,1,799,430
ORD00565,2,Men's Watch,Accessories,5,1499,850
ORD00566,1,Men's Jeans,Clothing,1,999,570
ORD00567,1,Water Bottle,Home & Kitchen,5,407,180
ORD00568,1,Women's Kurti,Clothing,1,815,430
ORD00569,1,Coffee Mug,Home & Kitchen,5,305,110
ORD00570,1,Men's Sneakers,Footwear,3,1299,780
ORD00571,1,Men's Shirt,Clothing,4,713,350
ORD00572,1,Bluetooth Earbuds,Electronics,3,1599,950
ORD00572,2,Men's Jeans,Clothing,4,999,570
ORD00573,1,Men's Watch,Accessories,5,1499,850
ORD00573,2,Sunglasses,Accessories,3,599,260
ORD00573,3,Smartphone,Electronics,2,14999,12500
ORD00574,1,Women's Sandals,Footwear,1,917,500
ORD00575,1,Men's Sneakers,Footwear,1,1247,780
ORD00575,2,Coffee Mug,Home & Kitchen,2,287,110
ORD00576,1,Power Bank,Electronics,3,1019,580
ORD00577,1,Sunglasses,Accessories,5,563,260
ORD00578,1,Coffee Mug,Home & Kitchen,1,305,110
ORD00578,2,Men's Shirt,Clothing,2,713,350
ORD00579,1,Coffee Mug,Home & Kitchen,4,299,110
ORD00579,2,Men's Watch,Accessories,1,1499,850
ORD00580,1,Men's Sneakers,Footwear,3,1325,780
ORD00581,1,Sunglasses,Accessories,4,611,260
ORD00582,1,Men's T-Shirt,Clothing,5,509,280
ORD00583,1,Women's Sandals,Footwear,3,845,500
ORD00584,1,Men's Wallet,Accessories,2,305,120
ORD00584,2,Men's Watch,Accessories,1,1529,850
ORD00584,3,Men's Sneakers,Footwear,5,1325,780
ORD00585,1,Women's Kurti,Clothing,5,799,430
ORD00585,2,Backpack,Accessories,3,899,480
ORD00586,1,Coffee Mug,Home & Kitchen,1,299,110
ORD00587,1,Women's Kurti,Clothing,4,767,430
ORD00588,1,Men's Shirt,Clothing,4,713,350
ORD00589,1,Smartphone,Electronics,3,15299,12500
ORD00589,2,Men's Watch,Accessories,5,1529,850
ORD00590,1,Women's Sandals,Footwear,3,845,500
ORD00590,2,Men's Sneakers,Footwear,4,1221,780
ORD00591,1,Backpack,Accessories,3,917,480
ORD00591,2,Men's Watch,Accessories,2,1529,850
ORD00592,1,Smartphone,Electronics,4,14999,12500
ORD00593,1,Women's Sandals,Footwear,2,863,500
